statement;wave;veracity;statements;url;satire
F10;3;F;Muslim immigrants rioted for at least four nights in Grenoble, France after police tried to enter one of the city's many no-go zones.;https://www.infowars.com/muslims-riot-for-4th-night-running-in-grenoble-france/;0
F1;4;F;There are suspicious circumstances surrounding the apparent suicide of Professor Alan Krueger, a highly regarded economist and top adviser to former Presidents Obama and Clinton.;https://thefederalistpapers.org/opinion/former-clinton-obama-advisor-found-dead-apparent;0
F2;4;F;Senator Dianne Feinstein has called for the confiscation of all guns in an effort to reduce mass shootings.;https://www.breitbart.com/politics/2019/03/26/dianne-feinstein-gun-confiscation/;0
F3;4;F;The Chinese government signed a $1B private equity deal with Hunter Biden's firm in exchange for then-Vice President Joe Biden's public support of pro-Chinese trade policies.;https://www.breitbart.com/clips/2019/03/22/schweizer-china-buying-off-joe-biden-through-his-son/;0
F4;4;F;Research shows that Google is intentionally manipulating search results in an effort to promote Democratic candidates and liberal politics.;https://www.breitbart.com/tech/2019/03/22/research-google-search-bias-flipped-seats-for-democrats-in-midterms/;0
F5;4;F;Most Americans believe that major media companies should apologize for pushing the now-debunked news story of collusion between President Trump and Russia.;https://babylonbee.com/news/nation-awaits-apology-from-media-that-pushed-fake-news-story-for-two-years;1
F6;4;F;While serving as Sec. of State, Hillary Clinton colluded with Russia, selling 20% of the U.S. uranium supply to that country in exchange for donations to the Clinton Foundation.;https://www.breitbart.com/politics/2019/03/25/one-potential-russian-collusion-scandal-not-investigated-hillary-clinton-uranium-one/;0
F7;4;F;Two police officers in Britain recently questioned a man in his home because he expressed support for Brexit in an online discussion forum.;https://www.infowars.com/uk-cops-now-knocking-on-doors-to-police-free-speech/;0
F8;4;F;Environmental activist and Greenpeace ally Patrick Moore recently stepped forward with evidence that human-caused climate change is a hoax.;https://www.breitbart.com/radio/2019/03/21/greenpeace-founder-climate-change-crisis-is-a-completely-made-up-issue/;0
F9;4;F;Both Barack and Michelle Obama's admission to Harvard University was part of an admissions scandal dating back to the late 1980s.;https://madworldnews.com/exposed-the-obamas-college-admissions-scandal-at-harvard/;0
F10;4;F;Elizabeth Warren has proposed amending the Constitution to prohibit the election of Republicans, eliciting praise from several other prominent Democrats.;https://babylonbee.com/news/candidates-propose-changes-to-outdated-constitution-that-allows-republicans-to-be-elected;1
F1;5;F;Protesters in Buffalo, NY, claimed a major victory after blocking customers and employees from entering a local Chick-fil-A restaurant for one day.;https://babylonbee.com/news/protesters-claim-victory-after-blocking-customers-from-chic-fil-a-for-entire-sunday;1
F2;5;F;White House Press Secretary Sarah Huckabee-Sanders told reporters that releasing the Mueller report would be a threat to public safety because so many Americans would be disturbed by evidence of the president's innocence.;https://politics.theonion.com/white-house-says-mueller-report-must-be-kept-private-be-1833813865;1
F3;5;F;The White House announced that it was appointing Joe Biden to serve as the head of the Transportation Security Agency (TSA), citing his comfort working closely with people.;https://babylonbee.com/news/joe-biden-appointed-head-of-tsa;1
F4;5;F;While Vice President, Joe Biden directed $1.8B in US aid to Ukraine in exchange for payments to his son from a Ukrainian energy company totaling at least $3.1M.;https://www.breitbart.com/politics/2019/04/03/exclusive-peter-schweizer-joe-biden-steered-1-8-billion-to-ukraine-while-his-son-bagged-sweetheart-deal-from-their-government/;0
F5;5;F;A Canadian man was fined $55,000 for describing a transgender female political candidate as male.;http://www.afa.net/the-stand/culture/2019/04/fined-55-000-for-calling-a-male-a-male/;0
F6;5;F;Televangelist Pat Robertson claims to have had a vision of Jesus wearing camo and carrying an AK-47, signaling that the Second Coming is near.;https://bizstandardnews.com/2019/04/03/robertsonjesus/;1
F7;5;F;In early 2019, a Kansas court sentenced a 23-year-old black man to 12 years in prison for kissing a 17-year-old white girl at a bar.;https://www.africanglobe.net/headlines/college-student-sentenced-12-years-prison-kissing-white-girl/;0
F8;5;F;The Russian government invested $35M in a US energy firm linked to Clinton campaign manager John Podesta in exchange for his consistent support of Russian interests.;https://www.breitbart.com/politics/2019/04/03/collusion-russians-gave-35-million-to-company-with-john-podesta-on-board/;0
F9;5;F;With a job approval rating of 53%, President Trump is now viewed more favorably than President Obama was during his second year in office.;https://www.breitbart.com/politics/2019/04/09/nolte-trump-job-approval-jumps-to-53-seven-points-higher-than-obama/;0
F10;5;F;Current CO2 levels of 410 parts per million were previously seen on Earth three million years ago, which means that humans are not responsible for climate change.;https://www.breitbart.com/politics/2019/04/09/nolte-scientists-prove-man-made-global-warming-is-a-hoax/;0
F1;6;F;Bernie Sanders said that American ISIS members should be allowed to vote in U.S. elections.;https://babylonbee.com/news/bernie-sanders-vows-to-round-up-remaining-isis-members-allow-them-to-vote;1
F2;6;F;Queen Elizabeth said that she will not meet with President Trump during his state visit to the UK.;https://newsthump.com/2019/04/23/queen-to-seek-asylum-in-ecuadorian-embassy-during-donald-trumps-state-visit/;1
F3;6;F;"CNN news anchor Anderson Cooper said his belief that Trump colluded with Russia is unshakable; it will not change regardless of statements or evidence to the contrary.";https://babylonbee.com/news/cnn-god-allowed-the-mueller-report-to-test-our-unshakable-faith-in-collusion;1
F4;6;F;Speaking at a gathering of wealthy donors, Pope Francis promised that money raised to help rebuild Notre Dame Cathedral will not be used to help the poor.;https://www.thebeaverton.com/2019/04/catholic-church-assures-billionaires-that-none-of-their-notre-dame-donations-will-go-to-poor/;1
F5;6;F;British protestors are stockpiling human urine, and are planning to douse President Trump with it during his state visit to the UK in June.;https://newsthump.com/2019/04/23/britons-eagerly-begin-stockpiling-bottles-of-piss-in-preparation-for-donald-trump-state-visit/;0
F6;6;F;"The Center for Disease Control (CDC) says that recent measles outbreaks in the US are the product of
international travel, and have little to do with falling vaccination rates.";https://www.newstarget.com/2019-04-19-cdc-admits-measles-outbreak-is-caused-by-people-who-enter-the-united-states.html;0
F7;6;F;Abortion rates are falling dramatically in response to the release of 'Unplanned,' a movie about a Planned Parenthood clinic manager who became a pro-life activist.;http://www.wnd.com/2019/04/serious-drop-in-abortion-traffic-follows-unplanned/;0
F8;6;F;Over its lifetime, an electric car driven in the U.S. will release more carbon into the atmosphere than a diesel car after accounting for battery production.;https://www.zerohedge.com/news/2019-04-21/new-study-shocks-electric-cars-considerably-worse-climate-diesel-cars;0
F9;6;F;Every prediction about humans' environmental impact made since 1970 has been wrong.;https://wattsupwiththat.com/2019/04/22/earth-day-not-a-single-environmental-prediction-of-the-last-50-years-has-come-true/;0
F10;6;F;An investigation by the Inspector General concluded that the Justice Department and FBI abused the Foreign Intelligence Surveillance Act (FISA) under President Obama's direction.;https://theconservativeopinion.com/breaking-trump-to-release-fisa-docs-exposing-obamas-doj-and-fbi/;0
F1;7;F;Special counsel Robert Mueller is furious at Nancy Pelosi for lying about Attorney General William Barr and wants to testify before Congress to correct the record. ;https://thefederalistpapers.org/opinion/mueller-furious-pelosi-democrat-lies-wants-testify-asap;0
F2;7;F;Facebook has issued a statement defending its users’ right to discuss assassinating President Trump on the platform, saying that such speech does not violate its community guidelines. ;https://www.newswars.com/facebook-defends-calls-for-trump-assassination/;0
F3;7;F;Rep. Jerry Nadler shared confidential documents about President Trump that he obtained by subpoena with his son’s law firm, which is currently suing the President.;https://thefederalistpapers.org/opinion/nadlers-sons-connection-jim-acosta-major-ethics-violation;0
F4;7;F;Hillary Clinton wants China to get President Trump’s tax returns by hacking the IRS, and she says the country should share the stolen documents with the American news media. ;https://www.politico.com/story/2019/05/01/hillary-clinton-china-tax-returns-1296868;0
F5;7;F;Nellie Ohr, wife of Justice Department official Bruce Ohr, has been convicted of lying to Congress when giving testimony about her work for Fusion GPS.;https://ilovemyfreedom.org/boom-the-tables-have-turned-first-criminal-referral-filed-against-deep-state-actor/;0
F6;7;F;Representative Ilhan Omar said that being Jewish is an inherently hostile act, especially among those living in Israel.;https://babylonbee.com/news/ilhan-omar-if-israel-is-so-innocent-then-why-are-they-all-jews;1
F7;7;F;A SWAT team was sent to arrest a man after Facebook reported him for holding extremely conservative views.;https://babylonbee.com/news/facebook-swat-team-arrests-man-for-illegal-possession-of-conservative-views;1
F8;7;F;Speaker of the House Nancy Pelosi said that Democrats should be prepared to challenge the validity of the 2020 election if Trump wins a second term.;https://www.breitbart.com/clips/2019/05/07/pelosi-we-cannot-accept-a-second-term-for-donald-trump/;0
F9;7;F;None of the 21 Democrats running for president defended Israel or criticized Hamas during the latest round of rocket attacks on the Gaza strip.;https://www.breitbart.com/politics/2019/05/06/israel-no-comment-from-democrat-presidential-candidates-about-gaza-rockets/;0
F10;7;F;Former Vice President Joe Biden repeatedly referred to British Prime Minister Theresa May as Margaret Thatcher, a former PM who left office in 1990, and appeared to be unaware of his mistake.;http://www.theamericanmirror.com/confusion-biden-says-margaret-thatcher-called-him/;0
F1;8;F;Alabama State Senator Katie Shaw proposed an amendment to the state’s new abortion bill requiring that unmarried men get vasectomies that could only be reversed when they marry.;http://www.alternativelyfacts.com/alabama-democrat-proposes-mandatory-vasectomies-until-marriage/;1
F2;8;F;Bernie Sanders has criticized billionaire Robert Smith’s promise to pay off Morehouse College graduates’ student debt, arguing that the “federal government could put [the money] to better use.”;https://babylonbee.com/news/bernie-sanders-criticizes-billionaire-for-giving-money-to-students-instead-of-to-the-government;1
F3;8;F;Following the passage of Alabama’s new restrictive abortion bill, a 12-year-old victim of sexual abuse said during an interview that she doesn’t think she can be a mom on top of her already hectic life.;https://local.theonion.com/abused-12-year-old-alabama-girl-doesn-t-think-she-can-h-1834787176;1
F4;8;F;Georgia’s new abortion bill requires an investigation of any woman who miscarries in order to identify whether the miscarriage was intentionally induced.;https://www.harpersbazaar.com/culture/politics/a27454956/what-does-georgias-abortion-law-mean-women-who-miscarry/;0
F5;8;F;Alabama State Rep. Barry Hovis is vigorously defending his assertion that rape can be “consensual.” ;https://www.washingtonpost.com/politics/2019/05/17/gop-lawmaker-used-phrase-consensual-rape-during-abortion-debate-he-says-he-misspoke/;0
F6;8;F;National Security Advisor John Bolton said that an attack on two Saudi Arabian oil tankers in the Gulf of Oman is “an attack on all Americans.”;https://politics.theonion.com/john-bolton-an-attack-on-two-saudi-oil-tankers-is-an-1834791494;1
F7;8;F;Facebook has admitted holding a party to celebrate the suspension of conservative activist Candace Owen’s account.;https://babylonbee.com/news/facebook-says-party-celebrating-candace-owenss-suspension-was-a-mistake;1
F8;8;F;A pro-life man told his coworkers that he identifies as a woman in order to get them to listen to his opinions on abortion.;https://babylonbee.com/news/man-identifies-as-woman-just-long-enough-to-voice-valid-opinion-on-abortion;1
F9;8;F;A Christian student failed her world history course because she refused to recite an Islamic prayer for an assignment.;http://www.wnd.com/2019/05/u-s-school-fails-student-for-refusing-to-recite-islamic-prayer/;0
F10;8;F;Model Emily Ratajkowski posted a message on Twitter suggesting that allowing black women to have abortions is a good way to reduce crime and promote public safety.;https://www.breitbart.com/entertainment/2019/05/17/nolte-emily-ratajkowski-believes-killing-black-babies-is-a-public-service/;0
F1;9;F;Several recent public opinion polls show President Trump’s job approval rating to be about 48%, the highest it has been in two years.;https://thehill.com/homenews/administration/446347-trumps-approval-rating-hits-highest-point-in-two-years;0
F2;9;F;Bob Iger, CEO of Disney, said that the company will move its Georgia-based filming operations back to Hollywood in order to avoid filming among “depraved, immoral people.”;https://babylonbee.com/news/disney-to-transfer-all-filming-operations-from-georgia-to-much-more-moral-hollywood;1
F3;9;F;President Donald Trump was rushed off stage at a rally after Secret Service agents spotted a man in the audience holding a picture of the late Senator John McCain.;https://chaser.com.au/world/trump-rushed-off-stage-after-secret-service-spot-man-carrying-photo-of-john-mccain-in-crowd/;1
F4;9;F;The Chinese government signed a $1B private equity deal with Hunter Biden’s firm in exchange for then-Vice President Joe Biden’s public support of pro-Chinese trade policies.;https://www.breitbart.com/radio/2019/05/29/steve-hilton-joe-biden-taken-billions-dollars-bribes-chinese-government/;0
F5;9;F;The U.S. Navy has confirmed that vessels controlled by Iran’s Revolutionary Guard fired on a pair of U.S. warships in the Gulf of Tonkin, off the coast of Vietnam.;https://www.duffelblog.com/2019/06/ex-false-flag-ii/;1
F6;9;F;In celebration of LGBT+ Pride month, Microsoft has made all Xbox gaming account avatars transgender for the month of June.;https://www.huzlers.com/xbox-is-celebrating-lgbt-pride-month-by-making-all-accounts-avatars-transgender/;1
F7;9;F;Senator Mitch McConnell says he is embarrassed that his wife, U.S. Secretary of Transportation Elaine Chao, is better at getting bribes and other illicit payments than he is.;https://politics.theonion.com/mitch-mcconnell-feeling-emasculated-by-wife-who-makes-m-1835205639;1
F8;9;F;Maya Rockeymoore Cummings, wife of Maryland Democratic Representative Elijah Cummings, has been found guilty of funneling millions of dollars in bribes through her non-profit organization.;https://thefederalistpapers.org/opinion/elijah-cummings-wife-hiding-millions-given-potential-bribes;0
F9;9;F;President Donald Trump has ordered the U.S. Navy to sink the USS John S. McCain, which would make this the first active Navy vessel to be scuttled since World War II.;https://www.duffelblog.com/2019/05/president-trump-orders-navy-to-scuttle-uss-john-s-mccain/;1
F10;9;F;Special Prosecutor Robert Mueller falsified a transcript of a voicemail from President Trump’s attorney, John Dowd, in an effort to frame the President for a crime he did not commit.;https://www.dailywire.com/news/47927/mueller-report-edited-conversation-between-trump-ashe-schow;0
F1;10;F;Vice President Mike Pence has acknowledged that he routinely visits a gay conversion therapist to help ensure that he never becomes attracted to men.;https://politics.theonion.com/pence-visits-conversion-therapist-for-routine-gay-preve-1835480234;1
F2;10;F;In a campaign speech, Joe Biden attempted to praise the Democratic Party, saying that “Republicans may have standards, but we have double standards.;https://babylonbee.com/news/biden-republicans-may-have-standards-but-we-have-double-standards;1
F3;10;F;"In a video to her constituents Monday evening, Representative Alexandria Ocasio-Cortez compared mandatory math classes in public schools to ""concentration camps.""";https://babylonbee.com/news/ocasio-cortez-compares-mandatory-math-classes-to-concentration-camps;1
F4;10;F;In late 2016, a small group of State Department employees loyal to President Obama began planning a coup attempt against President Trump.;https://www.breitbart.com/politics/2019/06/17/fitton-emails-show-obama-state-departments-role-in-anti-trump-coup-cabal/;0
F5;10;F;Cory Booker is one of several prominent Democrats to describe the Second Amendment as a dangerous “loophole” that allows people to buy guns.;https://babylonbee.com/news/democrats-vow-to-close-second-amendment-loophole;1
F6;10;F;Following a recommendation that she be fired for repeatedly violating the Hatch Act, White House counselor Kellyanne Conway told reporters that she intends to keep a low profile until, “the laws governing this country have no repercussions.”;https://politics.theonion.com/kellyanne-conway-decides-to-lay-low-until-rule-of-law-d-1835497591;1
F7;10;F;Democratic presidential candidate Elizabeth Warren has promised to cure smallpox as one of her first actions upon taking office.;https://babylonbee.com/news/not-to-be-outdone-elizabeth-warren-promises-to-cure-smallpox;1
F8;10;F;Democratic presidential candidate Bernie Sanders’s “Economic Bill of Rights” plagiarizes parts of Russian dictator Joseph Stalin’s Soviet Constitution.;https://www.zerohedge.com/news/2019-06-15/bernie-plagiarizes-stalin-economic-bill-rights;0
F9;10;F;At a recent press conference, John Bolton falsely claimed that the U.S. government has never lied about ships being attacked in order to justify getting involved in a foreign conflict.;https://babylonbee.com/news/nation-confident-government-would-never-lie-about-attacks-on-ships-in-a-gulf;1
F10;10;F;Most evidence suggests that attacks on two oil tankers in the Gulf of Oman, which Secretary of State Pompeo blamed on Iranian forces, were staged by the U.S.;https://sputniknews.com/columnists/201906151075885485-oil-tanker-attacks-us-fingerprints/;0
F1;11;F;In a staged photo, Rep. Alexandria Ocasio-Cortez (D) cried while looking through a fence toward what she pretended was a detention facility housing children in Texas.;https://www.rt.com/usa/462837-aoc-parking-lot-detention-center/;0
F2;11;F;During the first round of Democratic debates, Beto O'Rourke chugged a bottle of Cholula Hot Sauce in an effort to appeal to Hispanic voters.;https://babylonbee.com/news/in-move-to-appeal-to-hispanic-voters-beto-orourke-chugs-entire-bottle-of-hot-sauce;1
F3;11;F;"In a recent Supreme Court decision, Justice Clarence Thomas said that abortion is most accurately described as the ""dismemberment of a living child.""";https://www.christianheadlines.com/contributors/michael-foust/abortion-is-the-dismembering-of-a-living-child-supreme-court-justice-says.html;0
F4;11;F;House Democrats voted in support of an emergency spending bill promoting the use of photography to document how upset they are by the treatment of immigrants entering the U.S. illegally.;https://babylonbee.com/news/in-emergency-bill-house-dems-vote-to-send-millions-more-fake-tears-to-the-southern-border;1
F5;11;F;Hillary Clinton has proposed reparations--payments intended to make amends for a past injustice--to anyone who lost a presidential election to President Trump.;https://babylonbee.com/news/hillary-proposes-reparations-to-anyone-who-ever-lost-a-presidential-election-to-trump;1
F6;11;F;The U.S. government spends approximately $18.5 billion a year on programs designed to provide health care for immigrants who entered the country illegally.;https://www.breitbart.com/politics/2019/06/27/fact-check-u-s-taxpayers-pay-18-5b-a-year-for-healthcare-for-illegal-aliens/;0
F7;11;F;"A female server at an upscale Chicago restaurant accused of spitting on Eric Trump has denied the charge, saying simply that Trump is ""not my type.""";http://www.breakingburgh.com/chicago-server-denies-spitting-at-eric-trump-hes-not-my-type/;1
F8;11;F;During the Democratic presidential debates, California Sen. Kamala Harris (D) lied about being bused to school in Berkeley, CA as a child.;https://www.teaparty.org/she-lied-kamala-harris-says-she-was-in-second-integrated-class-in-berkeley-but-yearbook-pictures-prove-shes-lying-370238/;0
F9;11;F;Candidates participating in the Democratic primary debates were uniformly in favor of taking health insurance away from native-born Americans and giving it to undocumented immigrants instead.;https://www.breitbart.com/politics/2019/06/28/nolte-dems-promise-to-take-away-our-health-insurance-and-give-it-to-illegal-aliens/;0
F10;11;F;Millions of Americans are calling for Rep. Ocasio-Cortez (D) to resign after she lied about the treatment of migrants in Customs and Border Patrol detention centers.;https://thefederalistpapers.org/opinion/breaking-movement-growing-ocasio-cortez-resign-lying-border-patrol;0
F1;12;F;The Trump reelection campaign is planning a series of ads featuring unedited footage of speeches and press conferences by “crazy” liberal Democrats such as Alexandria Ocasio-Cortez, Ilhan Omar, and Rashida Tlaib.;https://babylonbee.com/news/trump-unveils-2020-campaign-strategy-of-just-letting-democrats-speak-freely;1
F2;12;F;Reps. Alexandria Ocasio-Cortez (D) and Ilhan Omar (D) have praised antifa groups for promoting a violent attack on an ICE detention center in Seattle.;https://www.breitbart.com/politics/2019/07/16/nolte-democrat-squad-refuses-denounce-violent-extremism-antifa-al-qaeda/;0
F3;12;F;The US women's soccer team filed a lawsuit to overturn the “unjust, unfair, unconstitutional law of supply and demand,” which states that prices tend to be higher for products that are more popular.;https://babylonbee.com/news/womens-soccer-team-sues-to-overturn-unjust-law-of-supply-and-demand;1
F4;12;F;U.S. Women’s National Team soccer star and World Cup Champion Megan Rapinoe has frequently boasted about convincing people to be unpatriotic and anti-American.;https://thefederalistpapers.org/opinion/megan-rapinoe-says-convincing-question-everything-america;0
F5;12;F;During an open session of Congress, Rep. Alexandria Ocasio-Cortez exclaimed, “Wow! We pay soldiers way too much!”;https://tatersgonnatate.com/warbird/;1
F6;12;F;Soccer player Megan Rapinoe said that science has proven that gay people are better athletes than straight people.;https://thefederalistpapers.org/opinion/soccer-star-rapinoe-says-gay-people-scientifically-better-straight-people;0
F7;12;F;In selecting its new ambassador to the U.S., U.K. officials have admitted that they prioritized finding someone who would be willing to “pretend that Donald Trump isn’t a moron.”;https://www.newyorker.com/humor/borowitz-report/uk-unable-to-find-replacement-ambassador-who-does-not-think-trump-is-an-idiot;1
F8;12;F;There is near-consensus among economists that, over the long-term, deporting undocumented immigrants is more economically beneficial to the U.S. than providing a path to citizenship.;https://www.breitbart.com/politics/2019/07/12/study-deporting-illegal-aliens-saves-americans-billions-in-tax-dollars/;0
F9;12;F;Speaking to a group of migrant children held at an ICE detention center, Vice President Pence assured the young detainees that they will have safe and sanitary conditions in heaven.;https://politics.theonion.com/mike-pence-assures-detained-children-that-they-will-hav-1836318708;1
F10;12;F;Polls show that President Trump’s supporters are worried he won’t follow through on his threat to send four Democratic minority congresswomen “back to the countries they came from.”;https://politics.theonion.com/trump-supporters-worried-racist-attacks-against-progres-1836380572;1
T1;1;T;A Senate Intelligence Committee investigation into the 2016 election, which is expected to end soon, has found no direct evidence of collusion between the Trump campaign and Russia.;https://www.nbcnews.com/politics/congress/senate-has-uncovered-no-direct-evidence-conspiracy-between-trump-campaign-n970536;0
T2;1;T;"Columbus Day is no longer a paid holiday in Sandusky, Ohio; now city workers get Election Day off, instead.";https://www.npr.org/2019/02/08/692771542/sandusky-ohio-makes-election-day-a-paid-holiday-by-swapping-out-columbus-day;0
T3;1;T;Most Americans who watched President Trump's second State of the Union address approved of his speech.;https://www.cbsnews.com/news/state-of-the-union-2019-most-viewers-approved-of-trumps-sotu-address-cbs-news-poll/;0
T4;1;T;New Mexico's governor has withdrawn most of her state's National Guard from the US-Mexico border, and she rejects the idea that the US is facing a national security crisis.;https://www.npr.org/2019/02/06/691937342/n-m-governor-pulls-national-guard-from-border-citing-a-charade-at-federal-level;0
T5;1;T;President Trump accidentally told global religious leaders at the National Prayer Breakfast that America's greatest accomplishments include the abolition, or destruction, of civil rights.;https://www.independent.co.uk/news/world/americas/us-politics/trump-prayer-breakfast-speech-abolition-civil-rights-today-video-a8768101.html;0
T6;1;T;The Senate recently passed a bipartisan land conservation bill that designates more than one million acres of wilderness for environmental protection;https://www.washingtonpost.com/news/politics/wp/2019/02/12/the-senate-just-passed-the-most-sweeping-conservation-legislation-in-a-decade-protecting-millions-of-acres-of-land/;0
T7;1;T;The US national debt recently topped $22 trillion for the first time in US history.;https://www.cbsnews.com/news/us-national-debt-tops-22-trillion-for-first-time-in-history/;0
T8;1;T;Senator Kamala Harris said she smoked marijuana in college while listening to Snoop Dogg and Tupac, but neither artist had released music by the time she graduated.;https://www.washingtontimes.com/news/2019/feb/12/kamala-harris-says-she-smoked-marijuana-in-college/;0
T9;1;T;The National Butterfly Center in Mission, Texas intends to file an emergency restraining order against the federal government to stop border wall construction.;https://www.usatoday.com/story/news/nation/2019/02/06/national-butterfly-center-file-restraining-order-border-wall/2793932002/;0
T10;1;T;Despite receiving large tax cuts, most major U.S. banks cut staff in 2018.;https://www.bloomberg.com/news/articles/2019-02-06/banks-reaping-21-billion-tax-windfall-cut-staff-ease-off-loans;0
T1;2;T;Thousands of migrant children have allegedly suffered sexual abuse while in U.S. custody according to the Department of Health and Human Services.;https://www.cbsnews.com/news/thousands-of-migrant-children-were-sexually-abused-in-u-s-custody-hhs-docs-say/;0
T2;2;T;A federal court ruled that a male-only draft is unconstitutional now that the military allows women to hold combat roles.;https://www.usatoday.com/story/news/nation/2019/02/24/military-draft-judge-rules-male-only-registration-unconstitutional/2968872002/;0
T3;2;T;The House of Representatives passed a resolution that seeks to end President Trump's national-emergency declaration, which allows him to redirect federal funds in order to build a wall along the US-Mexico border.;https://www.businessinsider.com/house-vote-national-emergency-termination-trump-border-wall-2019-2;0
T4;2;T;Australian authorities have approved a plan to dump more than 1 million tons of sludge dredged from a nearby marine port into the waters surrounding the Great Barrier Reef.;https://www.bbc.com/news/newsbeat-47330830;0
T5;2;T;A new Trump administration rule will cut off hundreds of millions of dollars of federal funding for health providers that offer abortion services, including Planned Parenthood.;https://www.lifenews.com/2019/02/22/president-donald-trump-defunds-planned-parenthood-will-cut-almost-60-million-in-taxpayer-funding-2/;0
T6;2;T;"Columbus Day is no longer a paid holiday in Sandusky, Ohio; now city workers get Election Day off, instead.";https://www.npr.org/2019/02/08/692771542/sandusky-ohio-makes-election-day-a-paid-holiday-by-swapping-out-columbus-day;0
T7;2;T;Most Americans who watched President Trump's second State of the Union address approved of his speech.;https://www.cbsnews.com/news/state-of-the-union-2019-most-viewers-approved-of-trumps-sotu-address-cbs-news-poll/;0
T8;2;T;"New Mexico's governor has withdrawn most of her state's National Guard from the US-Mexico border, and she rejects the idea that the U.S. is facing
a national security crisis.";https://www.npr.org/2019/02/06/691937342/n-m-governor-pulls-national-guard-from-border-citing-a-charade-at-federal-level;0
T9;2;T;"Colorado and New Mexico are pushing ahead with legislation to pledge their electoral votes to the winner of the national popular vote in an effort to
circumvent the Electoral College.";https://www.npr.org/2019/02/24/696827778/after-stinging-presidential-loss-popular-vote-movement-gains-momentum-in-states;0
T10;2;T;The New Jersey state senate passed a bill requiring presidential candidates to release their tax returns ahead of the 2020 general election if they want to be listed on the state's ballot.;https://thehill.com/homenews/state-watch/431062-new-jersey-senate-passes-bill-that-would-keep-trump-off-2020-ballot;0
T1;3;T;The Trump Administration's budget proposal for the 2020 fiscal year would cut roughly $7.1 billion in funding from the Department of Education compared to 2019.;https://abcnews.go.com/Politics/trump-administration-proposes-71-billion-funding-decrease-education/story?id=61609098;0
T2;3;T;Earlier this month, a Boeing 737 Max-8 operated by Ethiopian Airlines crashed shortly after take-off, killing everyone on board.;https://www.bbc.co.uk/news/world-africa-47513508;0
T3;3;T;Italy has passed a law banning unvaccinated children under 6 from attending school and fining parents who send unvaccinated children between the ages of 6 and 16 to school.;https://www.bbc.com/news/world-europe-47536981;0
T4;3;T;The Trump Administration's new budget proposal eliminates federal subsidies for student loans, and it would end the public service loan forgiveness program.;https://www.cnbc.com/2019/03/11/trumps-budget-proposal-would-cancel-public-service-loan-forgiveness.html;0
